"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","value","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","2596","0.0-0.0","9/12/2023, 8:21:17 AM","conditionS","","","","","",""
"","call-function","1","2597","0.0-1.0","9/12/2023, 8:21:17 AM","conditionS","","","","","",""
"","instructions","2","19771","0.0-2.0","9/12/2023, 8:21:17 AM","conditionS","","[{""page_index"":0,""viewing_time"":1737.2999999523163},{""page_index"":1,""viewing_time"":6092.100000023842},{""page_index"":2,""viewing_time"":2207.600000023842},{""page_index"":3,""viewing_time"":1664.5},{""page_index"":4,""viewing_time"":2100.899999976158},{""page_index"":5,""viewing_time"":3370.199999988079}]","17173.099999964237","","",""
"","image-button-response","3","23291","0.0-3.0","9/12/2023, 8:21:17 AM","conditionS","","","3518.5","images/with_no_order_2.jpeg","1",""
"","instructions","4","25253","0.0-4.0","9/12/2023, 8:21:17 AM","conditionS","","[{""page_index"":0,""viewing_time"":1961.800000011921}]","1962","","",""
"","image-button-response","5","26483","0.0-5.0","9/12/2023, 8:21:17 AM","conditionS","","","1229.1000000238419","images/with_no_no_order_2.jpeg","2",""
"","instructions","6","27458","0.0-6.0","9/12/2023, 8:21:17 AM","conditionS","","[{""page_index"":0,""viewing_time"":973.8000000119209}]","974.1999999880791","","",""
"","image-button-response","7","28757","0.0-7.0","9/12/2023, 8:21:17 AM","conditionS","","","1297.3999999761581","images/with_order_2.jpeg","0",""
"","instructions","8","30115","0.0-8.0","9/12/2023, 8:21:17 AM","conditionS","","[{""page_index"":0,""viewing_time"":1357.3999999761581}]","1357.699999988079","","",""
"","instructions","9","31790","0.0-9.0","9/12/2023, 8:21:17 AM","conditionS","","[{""page_index"":0,""viewing_time"":1675.1000000238419}]","1675.5","","",""
"","image-button-response","10","40248","0.0-10.0","9/12/2023, 8:21:17 AM","conditionS","","","8457.299999952316","images/memory_example_1.jpg","0",""
"","instructions","11","79266","0.0-11.0","9/12/2023, 8:21:17 AM","conditionS","","[{""page_index"":0,""viewing_time"":2680},{""page_index"":1,""viewing_time"":36337.39999997616}]","39017.80000001192","","",""
"","image-button-response","12","84896","0.0-12.0","9/12/2023, 8:21:17 AM","conditionS","","","5627.900000035763","images/non_order_2.jpeg","1",""
"","image-button-response","13","88050","0.0-13.0","9/12/2023, 8:21:17 AM","conditionS","","","3153.600000023842","images/scrambled_2.jpeg","2",""
"","image-button-response","14","90909","0.0-14.0","9/12/2023, 8:21:17 AM","conditionS","","","2857.699999988079","images/order_2.jpeg","1",""
"","image-button-response","15","97084","0.0-15.0","9/12/2023, 8:21:17 AM","conditionS","","","6174.199999988079","images/memory_1.png","1",""
"","image-button-response","16","99576","0.0-16.0","9/12/2023, 8:21:17 AM","conditionS","","","2491.5","images/memory_2.png","0",""
"","image-button-response","17","103013","0.0-17.0","9/12/2023, 8:21:17 AM","conditionS","","","3436.2000000476837","images/memory_3.png","0",""
"","image-button-response","18","110850","0.0-18.0","9/12/2023, 8:21:17 AM","conditionS","","","7835.800000011921","images/scrambled_1.jpeg","1",""
"","image-button-response","19","113951","0.0-19.0","9/12/2023, 8:21:17 AM","conditionS","","","3099.800000011921","images/order_1.jpeg","0",""
"","image-button-response","20","117307","0.0-20.0","9/12/2023, 8:21:17 AM","conditionS","","","3355.600000023842","images/non_order_1.jpeg","1",""
"","image-button-response","21","122119","0.0-21.0","9/12/2023, 8:21:17 AM","conditionS","","","4810.800000011921","images/memory_4.png","1",""
"","image-button-response","22","124659","0.0-22.0","9/12/2023, 8:21:17 AM","conditionS","","","2539.199999988079","images/memory_6.png","0",""
"","image-button-response","23","129626","0.0-23.0","9/12/2023, 8:21:17 AM","conditionS","","","4965.900000035763","images/memory_5.png","1",""
"","image-button-response","24","132900","0.0-24.0","9/12/2023, 8:21:17 AM","conditionS","","","3272.800000011921","images/non_order_44.jpeg","1",""
"","image-button-response","25","137509","0.0-25.0","9/12/2023, 8:21:17 AM","conditionS","","","4608.199999988079","images/non_order_22.jpeg","1",""
"","image-button-response","26","141808","0.0-26.0","9/12/2023, 8:21:17 AM","conditionS","","","4298.300000011921","images/order_66.jpeg","0",""
"","image-button-response","27","144291","0.0-27.0","9/12/2023, 8:21:17 AM","conditionS","","","2481.5","images/memory_14.jpg","0",""
"","image-button-response","28","147182","0.0-28.0","9/12/2023, 8:21:17 AM","conditionS","","","2890.100000023842","images/memory_15.jpg","1",""
"","image-button-response","29","150330","0.0-29.0","9/12/2023, 8:21:17 AM","conditionS","","","3147","images/memory_16.png","1",""
"","survey-text","30","153223","0.0-30.0","9/12/2023, 8:21:17 AM","conditionS","","","2890.599999964237","","","{""Q0"":""35""}"
"","survey-text","31","163463","0.0-31.0","9/12/2023, 8:21:17 AM","conditionS","","","10236","","","{""Q0"":""Male""}"
"","instructions","32","187597","0.0-32.0","9/12/2023, 8:21:17 AM","conditionS","","[{""page_index"":0,""viewing_time"":24133.30000001192}]","24133.69999998808","","",""
