"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","value","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","2791","0.0-0.0","9/12/2023, 9:32:30 AM","conditionO","","","","","",""
"","call-function","1","2792","0.0-1.0","9/12/2023, 9:32:30 AM","conditionO","","","","","",""
"","instructions","2","25403","0.0-2.0","9/12/2023, 9:32:30 AM","conditionO","","[{""page_index"":0,""viewing_time"":1759.5},{""page_index"":1,""viewing_time"":6794.900000095367},{""page_index"":2,""viewing_time"":3791.2000000476837},{""page_index"":3,""viewing_time"":2546.7999999523163},{""page_index"":4,""viewing_time"":4857.299999952316},{""page_index"":5,""viewing_time"":2859.5}]","22609.700000047684","","",""
"","image-button-response","3","30045","0.0-3.0","9/12/2023, 9:32:30 AM","conditionO","","","4640","images/with_no_order_2.jpeg","1",""
"","instructions","4","31956","0.0-4.0","9/12/2023, 9:32:30 AM","conditionO","","[{""page_index"":0,""viewing_time"":1910.5}]","1910.8999998569489","","",""
"","image-button-response","5","33364","0.0-5.0","9/12/2023, 9:32:30 AM","conditionO","","","1405.9000000953674","images/with_no_no_order_2.jpeg","2",""
"","instructions","6","34203","0.0-6.0","9/12/2023, 9:32:30 AM","conditionO","","[{""page_index"":0,""viewing_time"":838.6000001430511}]","838.9000000953674","","",""
"","image-button-response","7","37402","0.0-7.0","9/12/2023, 9:32:30 AM","conditionO","","","3197.5999999046326","images/with_order_2.jpeg","0",""
"","instructions","8","38238","0.0-8.0","9/12/2023, 9:32:30 AM","conditionO","","[{""page_index"":0,""viewing_time"":835.2000000476837}]","835.5999999046326","","",""
"","instructions","9","39806","0.0-9.0","9/12/2023, 9:32:30 AM","conditionO","","[{""page_index"":0,""viewing_time"":1566.6000001430511}]","1566.9000000953674","","",""
"","image-button-response","10","47516","0.0-10.0","9/12/2023, 9:32:30 AM","conditionO","","","7708.899999856949","images/memory_example_1.jpg","0",""
"","instructions","11","49576","0.0-11.0","9/12/2023, 9:32:30 AM","conditionO","","[{""page_index"":0,""viewing_time"":949.4000000953674},{""page_index"":1,""viewing_time"":1109.5999999046326}]","2059.5999999046326","","",""
"","image-button-response","12","54394","0.0-12.0","9/12/2023, 9:32:30 AM","conditionO","","","4816.400000095367","images/non_order_2.jpeg","1",""
"","image-button-response","13","58940","0.0-13.0","9/12/2023, 9:32:30 AM","conditionO","","","4544.400000095367","images/scrambled_2.jpeg","2",""
"","image-button-response","14","71532","0.0-14.0","9/12/2023, 9:32:30 AM","conditionO","","","12589.900000095367","images/order_2.jpeg","2",""
"","image-button-response","15","76623","0.0-15.0","9/12/2023, 9:32:30 AM","conditionO","","","5089.799999952316","images/memory_1.png","1",""
"","image-button-response","16","78872","0.0-16.0","9/12/2023, 9:32:30 AM","conditionO","","","2246.899999856949","images/memory_2.png","1",""
"","image-button-response","17","84979","0.0-17.0","9/12/2023, 9:32:30 AM","conditionO","","","6106.200000047684","images/memory_3.png","0",""
"","image-button-response","18","91915","0.0-18.0","9/12/2023, 9:32:30 AM","conditionO","","","6934.200000047684","images/scrambled_1.jpeg","2",""
"","image-button-response","19","99686","0.0-19.0","9/12/2023, 9:32:30 AM","conditionO","","","7769.399999856949","images/order_1.jpeg","0",""
"","image-button-response","20","111184","0.0-20.0","9/12/2023, 9:32:30 AM","conditionO","","","11496.400000095367","images/non_order_1.jpeg","1",""
"","image-button-response","21","119171","0.0-21.0","9/12/2023, 9:32:30 AM","conditionO","","","7990.400000095367","images/memory_4.png","0",""
"","image-button-response","22","124475","0.0-22.0","9/12/2023, 9:32:30 AM","conditionO","","","5302.099999904633","images/memory_6.png","0",""
"","image-button-response","23","132374","0.0-23.0","9/12/2023, 9:32:30 AM","conditionO","","","7897.600000143051","images/memory_5.png","0",""
"","image-button-response","24","143129","0.0-24.0","9/12/2023, 9:32:30 AM","conditionO","","","10753.399999856949","images/non_order_44.jpeg","1",""
"","image-button-response","25","150791","0.0-25.0","9/12/2023, 9:32:30 AM","conditionO","","","7660.299999952316","images/non_order_22.jpeg","1",""
"","image-button-response","26","155409","0.0-26.0","9/12/2023, 9:32:30 AM","conditionO","","","4617.399999856949","images/order_66.jpeg","0",""
"","image-button-response","27","161123","0.0-27.0","9/12/2023, 9:32:30 AM","conditionO","","","5712.299999952316","images/memory_14.jpg","0",""
"","image-button-response","28","164768","0.0-28.0","9/12/2023, 9:32:30 AM","conditionO","","","3643.2999999523163","images/memory_15.jpg","0",""
"","image-button-response","29","170006","0.0-29.0","9/12/2023, 9:32:30 AM","conditionO","","","5237","images/memory_16.png","1",""
"","survey-text","30","173755","0.0-30.0","9/12/2023, 9:32:30 AM","conditionO","","","3743.4000000953674","","","{""Q0"":""32""}"
"","survey-text","31","180370","0.0-31.0","9/12/2023, 9:32:30 AM","conditionO","","","6603.700000047684","","","{""Q0"":""FEMALE""}"
"","instructions","32","222006","0.0-32.0","9/12/2023, 9:32:30 AM","conditionO","","[{""page_index"":0,""viewing_time"":41634.40000009537}]","41635.09999990463","","",""
