"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","value","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","2879","0.0-0.0","9/12/2023, 9:09:37 AM","conditionO","","","","","",""
"","call-function","1","2880","0.0-1.0","9/12/2023, 9:09:37 AM","conditionO","","","","","",""
"","instructions","2","29622","0.0-2.0","9/12/2023, 9:09:37 AM","conditionO","","[{""page_index"":0,""viewing_time"":1666.8999999761581},{""page_index"":1,""viewing_time"":6165.699999928474},{""page_index"":2,""viewing_time"":4318.5},{""page_index"":3,""viewing_time"":2689.8000000715256},{""page_index"":4,""viewing_time"":5285.699999928474},{""page_index"":5,""viewing_time"":6614.5}]","26741.399999976158","","",""
"","image-button-response","3","32201","0.0-3.0","9/12/2023, 9:09:37 AM","conditionO","","","2577.899999976158","images/with_no_order_2.jpeg","1",""
"","instructions","4","34515","0.0-4.0","9/12/2023, 9:09:37 AM","conditionO","","[{""page_index"":0,""viewing_time"":2313.2999999523163}]","2313.5","","",""
"","image-button-response","5","36587","0.0-5.0","9/12/2023, 9:09:37 AM","conditionO","","","2071.1999999284744","images/with_no_no_order_2.jpeg","2",""
"","instructions","6","38322","0.0-6.0","9/12/2023, 9:09:37 AM","conditionO","","[{""page_index"":0,""viewing_time"":1735}]","1735.1000000238419","","",""
"","image-button-response","7","40060","0.0-7.0","9/12/2023, 9:09:37 AM","conditionO","","","1736.3000000715256","images/with_order_2.jpeg","0",""
"","instructions","8","41440","0.0-8.0","9/12/2023, 9:09:37 AM","conditionO","","[{""page_index"":0,""viewing_time"":1379.3000000715256}]","1379.6000000238419","","",""
"","instructions","9","44636","0.0-9.0","9/12/2023, 9:09:37 AM","conditionO","","[{""page_index"":0,""viewing_time"":3194.6999999284744}]","3195.0999999046326","","",""
"","image-button-response","10","56973","0.0-10.0","9/12/2023, 9:09:37 AM","conditionO","","","12335.899999976158","images/memory_example_1.jpg","1",""
"","instructions","11","61103","0.0-11.0","9/12/2023, 9:09:37 AM","conditionO","","[{""page_index"":0,""viewing_time"":2761.600000023842},{""page_index"":1,""viewing_time"":1368.0999999046326}]","4130","","",""
"","image-button-response","12","67957","0.0-12.0","9/12/2023, 9:09:37 AM","conditionO","","","6852.899999976158","images/non_order_2.jpeg","0",""
"","image-button-response","13","70650","0.0-13.0","9/12/2023, 9:09:37 AM","conditionO","","","2691.4000000953674","images/scrambled_2.jpeg","2",""
"","image-button-response","14","75364","0.0-14.0","9/12/2023, 9:09:37 AM","conditionO","","","4713.099999904633","images/order_2.jpeg","1",""
"","image-button-response","15","80655","0.0-15.0","9/12/2023, 9:09:37 AM","conditionO","","","5289","images/memory_1.png","0",""
"","image-button-response","16","86489","0.0-16.0","9/12/2023, 9:09:37 AM","conditionO","","","5832.600000023842","images/memory_2.png","0",""
"","image-button-response","17","90867","0.0-17.0","9/12/2023, 9:09:37 AM","conditionO","","","4377.600000023842","images/memory_3.png","0",""
"","image-button-response","18","104588","0.0-18.0","9/12/2023, 9:09:37 AM","conditionO","","","13719.699999928474","images/scrambled_1.jpeg","1",""
"","image-button-response","19","114146","0.0-19.0","9/12/2023, 9:09:37 AM","conditionO","","","9557","images/order_1.jpeg","0",""
"","image-button-response","20","125878","0.0-20.0","9/12/2023, 9:09:37 AM","conditionO","","","11731.199999928474","images/non_order_1.jpeg","1",""
"","image-button-response","21","129865","0.0-21.0","9/12/2023, 9:09:37 AM","conditionO","","","3984.7999999523163","images/memory_4.png","1",""
"","image-button-response","22","132751","0.0-22.0","9/12/2023, 9:09:37 AM","conditionO","","","2884.8000000715256","images/memory_6.png","0",""
"","image-button-response","23","136617","0.0-23.0","9/12/2023, 9:09:37 AM","conditionO","","","3865","images/memory_5.png","1",""
"","image-button-response","24","146912","0.0-24.0","9/12/2023, 9:09:37 AM","conditionO","","","10294.199999928474","images/non_order_44.jpeg","1",""
"","image-button-response","25","153949","0.0-25.0","9/12/2023, 9:09:37 AM","conditionO","","","7035.299999952316","images/non_order_22.jpeg","1",""
"","image-button-response","26","159655","0.0-26.0","9/12/2023, 9:09:37 AM","conditionO","","","5705.200000047684","images/order_66.jpeg","0",""
"","image-button-response","27","162503","0.0-27.0","9/12/2023, 9:09:37 AM","conditionO","","","2847","images/memory_14.jpg","0",""
"","image-button-response","28","170031","0.0-28.0","9/12/2023, 9:09:37 AM","conditionO","","","7527.299999952316","images/memory_15.jpg","0",""
"","image-button-response","29","172823","0.0-29.0","9/12/2023, 9:09:37 AM","conditionO","","","2790.100000023842","images/memory_16.png","1",""
"","survey-text","30","175894","0.0-30.0","9/12/2023, 9:09:37 AM","conditionO","","","3066","","","{""Q0"":""35""}"
"","survey-text","31","179101","0.0-31.0","9/12/2023, 9:09:37 AM","conditionO","","","3204.100000023842","","","{""Q0"":""female""}"
"","instructions","32","481486","0.0-32.0","9/12/2023, 9:09:37 AM","conditionO","","[{""page_index"":0,""viewing_time"":302392.60000002384}]","302393.1999999285","","",""
