"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","10","123328","0.0-10.0","24.8.2023, 14:41:37","conditionO","","22010","[""3_2"",""3_1"",""3_4"",""3_3""]","[{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":477,""y"":338,""move_time"":2187},{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":316,""y"":338,""move_time"":1182},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":639,""y"":338,""move_time"":1699},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":800,""y"":338,""move_time"":1443},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":639,""y"":338,""move_time"":719}]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":316,""y"":338},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":477,""y"":338},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":639,""y"":338},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":800,""y"":338}]","5","","",""
"","html-button-response","11","124819","0.0-11.0","24.8.2023, 14:41:37","conditionO","","1487.7999999523163","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","12","125955","0.0-12.0","24.8.2023, 14:41:37","conditionO","","1134.699999988079","","","","","","","{""Q0"":""""}"
"","order","13","133103","0.0-13.0","24.8.2023, 14:41:37","conditionO","","7147","[""5_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":316,""y"":338,""move_time"":1999},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":477,""y"":338,""move_time"":1031},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":639,""y"":338,""move_time"":1192},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":800,""y"":338,""move_time"":913}]","[{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":316,""y"":338},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":477,""y"":338},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":639,""y"":338},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":800,""y"":338}]","4","","",""
"","html-button-response","14","134439","0.0-14.0","24.8.2023, 14:41:37","conditionO","","1334.5","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","15","135447","0.0-15.0","24.8.2023, 14:41:37","conditionO","","1005.9000000357628","","","","","","","{""Q0"":""""}"
"","order","16","137403","0.0-16.0","24.8.2023, 14:41:37","conditionO","","1955","[""9_1"",""9_2"",""9_3"",""9_4""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":338},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":338},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":338},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":338}]","0","","",""
"","html-button-response","17","138491","0.0-17.0","24.8.2023, 14:41:37","conditionO","","1086.800000011921","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","18","139399","0.0-18.0","24.8.2023, 14:41:37","conditionO","","906.3000000119209","","","","","","","{""Q0"":""""}"
"","order","19","149115","0.0-19.0","24.8.2023, 14:41:37","conditionO","","9716","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":800,""y"":338,""move_time"":5071},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":338,""move_time"":1013},{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":338,""move_time"":974},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":477,""y"":338,""move_time"":1321}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":338},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":477,""y"":338},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":338},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":800,""y"":338}]","4","","",""
"","html-button-response","20","150124","0.0-20.0","24.8.2023, 14:41:37","conditionO","","1006.9000000357628","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","151488","0.0-21.0","24.8.2023, 14:41:37","conditionO","","1361.300000011921","","","","","","","{""Q0"":""""}"
"","order","22","159023","0.0-22.0","24.8.2023, 14:41:37","conditionO","","7534","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":316,""y"":338,""move_time"":1723},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":338,""move_time"":1065},{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":338,""move_time"":1200},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":639,""y"":338,""move_time"":1800},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":338,""move_time"":1052}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":338},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":338},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":639,""y"":338},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":338}]","5","","",""
"","html-button-response","23","160083","0.0-23.0","24.8.2023, 14:41:37","conditionO","","1059","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","24","161139","0.0-24.0","24.8.2023, 14:41:37","conditionO","","1053.8999999761581","","","","","","","{""Q0"":""""}"
"","order","25","162727","0.0-25.0","24.8.2023, 14:41:37","conditionO","","1587","[""6_5"",""6_6"",""6_7"",""6_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":338},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":338},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":338},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":338}]","0","","",""
"","html-button-response","26","164142","0.0-26.0","24.8.2023, 14:41:37","conditionO","","1414.699999988079","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","27","165009","0.0-27.0","24.8.2023, 14:41:37","conditionO","","864.5","","","","","","","{""Q0"":""""}"
"","order","28","166307","0.0-28.0","24.8.2023, 14:41:37","conditionO","","1297","[""4_5"",""4_6"",""4_7"",""4_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":338},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":338},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":338},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":338}]","0","","",""
"","html-button-response","29","167499","0.0-29.0","24.8.2023, 14:41:37","conditionO","","1190.699999988079","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","168387","0.0-30.0","24.8.2023, 14:41:37","conditionO","","885.8000000119209","","","","","","","{""Q0"":""""}"
"","survey-text","31","171903","0.0-31.0","24.8.2023, 14:41:37","conditionO","","3514.599999964237","","","","","","","{""Q0"":""21""}"
"","survey-text","32","181455","0.0-32.0","24.8.2023, 14:41:37","conditionO","","9546.900000035763","","","","","","","{""Q0"":""MALE""}"
"","instructions","33","185571","0.0-33.0","24.8.2023, 14:41:37","conditionO","[{""page_index"":0,""viewing_time"":4115}]","4115.300000011921","","","","","","",""
