"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","value","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","4761","0.0-0.0","9/12/2023, 9:04:37 AM","conditionS","","","","","",""
"","call-function","1","4762","0.0-1.0","9/12/2023, 9:04:37 AM","conditionS","","","","","",""
"","instructions","2","35508","0.0-2.0","9/12/2023, 9:04:37 AM","conditionS","","[{""page_index"":0,""viewing_time"":2996.5},{""page_index"":1,""viewing_time"":9692},{""page_index"":2,""viewing_time"":4432.9000000059605},{""page_index"":3,""viewing_time"":2956},{""page_index"":4,""viewing_time"":4665.79999999702},{""page_index"":5,""viewing_time"":5999.20000000298}]","30744.40000000596","","",""
"","image-button-response","3","39880","0.0-3.0","9/12/2023, 9:04:37 AM","conditionS","","","4367.70000000298","images/with_no_order_2.jpeg","1",""
"","instructions","4","42134","0.0-4.0","9/12/2023, 9:04:37 AM","conditionS","","[{""page_index"":0,""viewing_time"":2252.5}]","2252.8999999910593","","",""
"","image-button-response","5","44528","0.0-5.0","9/12/2023, 9:04:37 AM","conditionS","","","2391.7000000029802","images/with_no_no_order_2.jpeg","2",""
"","instructions","6","46762","0.0-6.0","9/12/2023, 9:04:37 AM","conditionS","","[{""page_index"":0,""viewing_time"":2232.9000000059605}]","2233.300000011921","","",""
"","image-button-response","7","49600","0.0-7.0","9/12/2023, 9:04:37 AM","conditionS","","","2835.4000000059605","images/with_order_2.jpeg","0",""
"","instructions","8","51343","0.0-8.0","9/12/2023, 9:04:37 AM","conditionS","","[{""page_index"":0,""viewing_time"":1741.7999999970198}]","1742.0999999940395","","",""
"","instructions","9","55646","0.0-9.0","9/12/2023, 9:04:37 AM","conditionS","","[{""page_index"":0,""viewing_time"":4301.70000000298}]","4302.0999999940395","","",""
"","image-button-response","10","69654","0.0-10.0","9/12/2023, 9:04:37 AM","conditionS","","","14006.09999999404","images/memory_example_1.jpg","0",""
"","instructions","11","75720","0.0-11.0","9/12/2023, 9:04:37 AM","conditionS","","[{""page_index"":0,""viewing_time"":3972.2000000029802},{""page_index"":1,""viewing_time"":2091.9000000059605}]","6064.5","","",""
"","image-button-response","12","81500","0.0-12.0","9/12/2023, 9:04:37 AM","conditionS","","","5778.0999999940395","images/non_order_2.jpeg","1",""
"","image-button-response","13","85147","0.0-13.0","9/12/2023, 9:04:37 AM","conditionS","","","3644.5999999940395","images/scrambled_2.jpeg","2",""
"","image-button-response","14","90532","0.0-14.0","9/12/2023, 9:04:37 AM","conditionS","","","5382.79999999702","images/order_2.jpeg","1",""
"","image-button-response","15","98683","0.0-15.0","9/12/2023, 9:04:37 AM","conditionS","","","8149.70000000298","images/memory_1.png","1",""
"","image-button-response","16","101734","0.0-16.0","9/12/2023, 9:04:37 AM","conditionS","","","3048.2000000029802","images/memory_2.png","1",""
"","image-button-response","17","105172","0.0-17.0","9/12/2023, 9:04:37 AM","conditionS","","","3436","images/memory_3.png","1",""
"","image-button-response","18","112655","0.0-18.0","9/12/2023, 9:04:37 AM","conditionS","","","7481.79999999702","images/scrambled_1.jpeg","2",""
"","image-button-response","19","118984","0.0-19.0","9/12/2023, 9:04:37 AM","conditionS","","","6326.9000000059605","images/order_1.jpeg","0",""
"","image-button-response","20","126141","0.0-20.0","9/12/2023, 9:04:37 AM","conditionS","","","7154.9000000059605","images/non_order_1.jpeg","1",""
"","image-button-response","21","131003","0.0-21.0","9/12/2023, 9:04:37 AM","conditionS","","","4859.600000008941","images/memory_4.png","1",""
"","image-button-response","22","136509","0.0-22.0","9/12/2023, 9:04:37 AM","conditionS","","","5503.9000000059605","images/memory_6.png","1",""
"","image-button-response","23","142047","0.0-23.0","9/12/2023, 9:04:37 AM","conditionS","","","5535.9000000059605","images/memory_5.png","1",""
"","image-button-response","24","146977","0.0-24.0","9/12/2023, 9:04:37 AM","conditionS","","","4928.0999999940395","images/non_order_44.jpeg","1",""
"","image-button-response","25","163327","0.0-25.0","9/12/2023, 9:04:37 AM","conditionS","","","16347.699999988079","images/non_order_22.jpeg","1",""
"","image-button-response","26","168092","0.0-26.0","9/12/2023, 9:04:37 AM","conditionS","","","4763.9000000059605","images/order_66.jpeg","0",""
"","image-button-response","27","173079","0.0-27.0","9/12/2023, 9:04:37 AM","conditionS","","","4984.29999999702","images/memory_14.jpg","0",""
"","image-button-response","28","177437","0.0-28.0","9/12/2023, 9:04:37 AM","conditionS","","","4356.4000000059605","images/memory_15.jpg","0",""
"","image-button-response","29","181893","0.0-29.0","9/12/2023, 9:04:37 AM","conditionS","","","4454","images/memory_16.png","1",""
"","survey-text","30","187727","0.0-30.0","9/12/2023, 9:04:37 AM","conditionS","","","5828.9000000059605","","","{""Q0"":""35""}"
"","survey-text","31","192525","0.0-31.0","9/12/2023, 9:04:37 AM","conditionS","","","4793.20000000298","","","{""Q0"":""MALE""}"
"","instructions","32","197548","0.0-32.0","9/12/2023, 9:04:37 AM","conditionS","","[{""page_index"":0,""viewing_time"":5022}]","5022.70000000298","","",""
