"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","value","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","2054","0.0-0.0","9/12/2023, 9:04:31 AM","conditionO","","","","","",""
"","call-function","1","2055","0.0-1.0","9/12/2023, 9:04:31 AM","conditionO","","","","","",""
"","instructions","2","9787","0.0-2.0","9/12/2023, 9:04:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":1251.6000000238419},{""page_index"":1,""viewing_time"":976.0999999046326},{""page_index"":2,""viewing_time"":1519.2000000476837},{""page_index"":3,""viewing_time"":1561.2000000476837},{""page_index"":4,""viewing_time"":934.8999999761581},{""page_index"":5,""viewing_time"":1487.6999999284744}]","7731","","",""
"","image-button-response","3","13876","0.0-3.0","9/12/2023, 9:04:31 AM","conditionO","","","4087.7000000476837","images/with_no_order_2.jpeg","1",""
"","instructions","4","14971","0.0-4.0","9/12/2023, 9:04:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":1094.8000000715256}]","1095.1000000238419","","",""
"","image-button-response","5","27171","0.0-5.0","9/12/2023, 9:04:31 AM","conditionO","","","12199.600000023842","images/with_no_no_order_2.jpeg","1",""
"","instructions","6","30609","0.0-6.0","9/12/2023, 9:04:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":3437}]","3437.1999999284744","","",""
"","image-button-response","7","31969","0.0-7.0","9/12/2023, 9:04:31 AM","conditionO","","","1358.8999999761581","images/with_order_2.jpeg","0",""
"","instructions","8","32833","0.0-8.0","9/12/2023, 9:04:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":863.8999999761581}]","864","","",""
"","instructions","9","34049","0.0-9.0","9/12/2023, 9:04:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":1215.3000000715256}]","1215.4000000953674","","",""
"","image-button-response","10","37337","0.0-10.0","9/12/2023, 9:04:31 AM","conditionO","","","3287.5999999046326","images/memory_example_1.jpg","1",""
"","instructions","11","39297","0.0-11.0","9/12/2023, 9:04:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":1030.7000000476837},{""page_index"":1,""viewing_time"":928.3999999761581}]","1959.2000000476837","","",""
"","image-button-response","12","43872","0.0-12.0","9/12/2023, 9:04:31 AM","conditionO","","","4574.5","images/non_order_2.jpeg","1",""
"","image-button-response","13","46344","0.0-13.0","9/12/2023, 9:04:31 AM","conditionO","","","2471.2000000476837","images/scrambled_2.jpeg","2",""
"","image-button-response","14","48384","0.0-14.0","9/12/2023, 9:04:31 AM","conditionO","","","2039.5999999046326","images/order_2.jpeg","2",""
"","image-button-response","15","50599","0.0-15.0","9/12/2023, 9:04:31 AM","conditionO","","","2214.5","images/memory_1.png","0",""
"","image-button-response","16","52279","0.0-16.0","9/12/2023, 9:04:31 AM","conditionO","","","1679.1999999284744","images/memory_2.png","0",""
"","image-button-response","17","53383","0.0-17.0","9/12/2023, 9:04:31 AM","conditionO","","","1103.2999999523163","images/memory_3.png","1",""
"","image-button-response","18","56248","0.0-18.0","9/12/2023, 9:04:31 AM","conditionO","","","2863.600000023842","images/scrambled_1.jpeg","2",""
"","image-button-response","19","61318","0.0-19.0","9/12/2023, 9:04:31 AM","conditionO","","","5070.399999976158","images/order_1.jpeg","0",""
"","image-button-response","20","66582","0.0-20.0","9/12/2023, 9:04:31 AM","conditionO","","","5262.600000023842","images/non_order_1.jpeg","1",""
"","image-button-response","21","68102","0.0-21.0","9/12/2023, 9:04:31 AM","conditionO","","","1519.1999999284744","images/memory_4.png","0",""
"","image-button-response","22","68590","0.0-22.0","9/12/2023, 9:04:31 AM","conditionO","","","487","images/memory_6.png","0",""
"","image-button-response","23","69478","0.0-23.0","9/12/2023, 9:04:31 AM","conditionO","","","887.0999999046326","images/memory_5.png","1",""
"","image-button-response","24","71710","0.0-24.0","9/12/2023, 9:04:31 AM","conditionO","","","2231.100000023842","images/non_order_44.jpeg","2",""
"","image-button-response","25","80885","0.0-25.0","9/12/2023, 9:04:31 AM","conditionO","","","9175","images/non_order_22.jpeg","2",""
"","image-button-response","26","82069","0.0-26.0","9/12/2023, 9:04:31 AM","conditionO","","","1182.5","images/order_66.jpeg","1",""
"","image-button-response","27","84485","0.0-27.0","9/12/2023, 9:04:31 AM","conditionO","","","2415.600000023842","images/memory_14.jpg","0",""
"","image-button-response","28","85604","0.0-28.0","9/12/2023, 9:04:31 AM","conditionO","","","1118.7000000476837","images/memory_15.jpg","1",""
"","image-button-response","29","87620","0.0-29.0","9/12/2023, 9:04:31 AM","conditionO","","","2015.1000000238419","images/memory_16.png","0",""
"","survey-text","30","90108","0.0-30.0","9/12/2023, 9:04:31 AM","conditionO","","","2485.899999976158","","","{""Q0"":""25""}"
"","survey-text","31","93812","0.0-31.0","9/12/2023, 9:04:31 AM","conditionO","","","3700.600000023842","","","{""Q0"":""Male""}"
"","instructions","32","104098","0.0-32.0","9/12/2023, 9:04:31 AM","conditionO","","[{""page_index"":0,""viewing_time"":10286.299999952316}]","10286.5","","",""
