"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","value","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","13719","0.0-0.0","9/12/2023, 6:09:22 AM","conditionO","","","","","",""
"","call-function","1","13720","0.0-1.0","9/12/2023, 6:09:22 AM","conditionO","","","","","",""
"","instructions","2","254671","0.0-2.0","9/12/2023, 6:09:22 AM","conditionO","","[{""page_index"":0,""viewing_time"":18387.89999999851},{""page_index"":1,""viewing_time"":93011.69999999553},{""page_index"":2,""viewing_time"":19410.70000000298},{""page_index"":3,""viewing_time"":44277.39999999851},{""page_index"":4,""viewing_time"":56179.60000000149},{""page_index"":5,""viewing_time"":9680.5}]","240949.09999999404","","",""
"","image-button-response","3","259595","0.0-3.0","9/12/2023, 6:09:22 AM","conditionO","","","4920","images/with_no_order_2.jpeg","1",""
"","instructions","4","265867","0.0-4.0","9/12/2023, 6:09:22 AM","conditionO","","[{""page_index"":0,""viewing_time"":6271.30000000447}]","6272","","",""
"","image-button-response","5","269415","0.0-5.0","9/12/2023, 6:09:22 AM","conditionO","","","3543.2999999970198","images/with_no_no_order_2.jpeg","2",""
"","instructions","6","274532","0.0-6.0","9/12/2023, 6:09:22 AM","conditionO","","[{""page_index"":0,""viewing_time"":5115.79999999702}]","5116.19999999553","","",""
"","image-button-response","7","277312","0.0-7.0","9/12/2023, 6:09:22 AM","conditionO","","","2778.89999999851","images/with_order_2.jpeg","0",""
"","instructions","8","283153","0.0-8.0","9/12/2023, 6:09:22 AM","conditionO","","[{""page_index"":0,""viewing_time"":5839}]","5839.70000000298","","",""
"","instructions","9","456143","0.0-9.0","9/12/2023, 6:09:22 AM","conditionO","","[{""page_index"":0,""viewing_time"":172985.5}]","172985.8999999985","","",""
"","image-button-response","10","485794","0.0-10.0","9/12/2023, 6:09:22 AM","conditionO","","","29649.30000000447","images/memory_example_1.jpg","1",""
"","instructions","11","630927","0.0-11.0","9/12/2023, 6:09:22 AM","conditionO","","[{""page_index"":0,""viewing_time"":9584.29999999702},{""page_index"":1,""viewing_time"":135551}]","145135.8999999985","","",""
"","image-button-response","12","644647","0.0-12.0","9/12/2023, 6:09:22 AM","conditionO","","","13718","images/non_order_2.jpeg","1",""
"","image-button-response","13","649736","0.0-13.0","9/12/2023, 6:09:22 AM","conditionO","","","5086.69999999553","images/scrambled_2.jpeg","2",""
"","image-button-response","14","658409","0.0-14.0","9/12/2023, 6:09:22 AM","conditionO","","","8672.20000000298","images/order_2.jpeg","2",""
"","image-button-response","15","666364","0.0-15.0","9/12/2023, 6:09:22 AM","conditionO","","","7952.89999999851","images/memory_1.png","1",""
"","image-button-response","16","670627","0.0-16.0","9/12/2023, 6:09:22 AM","conditionO","","","4261.60000000149","images/memory_2.png","0",""
"","image-button-response","17","675244","0.0-17.0","9/12/2023, 6:09:22 AM","conditionO","","","4615.5","images/memory_3.png","0",""
"","image-button-response","18","689840","0.0-18.0","9/12/2023, 6:09:22 AM","conditionO","","","14590.20000000298","images/scrambled_1.jpeg","1",""
"","image-button-response","19","698983","0.0-19.0","9/12/2023, 6:09:22 AM","conditionO","","","9141.10000000149","images/order_1.jpeg","0",""
"","image-button-response","20","705365","0.0-20.0","9/12/2023, 6:09:22 AM","conditionO","","","6380.79999999702","images/non_order_1.jpeg","0",""
"","image-button-response","21","710654","0.0-21.0","9/12/2023, 6:09:22 AM","conditionO","","","5287.80000000447","images/memory_4.png","1",""
"","image-button-response","22","714769","0.0-22.0","9/12/2023, 6:09:22 AM","conditionO","","","4113.39999999851","images/memory_6.png","1",""
"","image-button-response","23","719324","0.0-23.0","9/12/2023, 6:09:22 AM","conditionO","","","4553.10000000149","images/memory_5.png","1",""
"","image-button-response","24","724887","0.0-24.0","9/12/2023, 6:09:22 AM","conditionO","","","5560.80000000447","images/non_order_44.jpeg","1",""
"","image-button-response","25","738243","0.0-25.0","9/12/2023, 6:09:22 AM","conditionO","","","13354.39999999851","images/non_order_22.jpeg","0",""
"","image-button-response","26","742864","0.0-26.0","9/12/2023, 6:09:22 AM","conditionO","","","4619.10000000149","images/order_66.jpeg","0",""
"","image-button-response","27","747224","0.0-27.0","9/12/2023, 6:09:22 AM","conditionO","","","4356.79999999702","images/memory_14.jpg","0",""
"","image-button-response","28","752643","0.0-28.0","9/12/2023, 6:09:22 AM","conditionO","","","5417.5999999940395","images/memory_15.jpg","0",""
"","image-button-response","29","754783","0.0-29.0","9/12/2023, 6:09:22 AM","conditionO","","","2138.10000000149","images/memory_16.png","0",""
"","survey-text","30","760768","0.0-30.0","9/12/2023, 6:09:22 AM","conditionO","","","5975.89999999851","","","{""Q0"":""29""}"
"","survey-text","31","769741","0.0-31.0","9/12/2023, 6:09:22 AM","conditionO","","","8943","","","{""Q0"":""female""}"
"","instructions","32","777085","0.0-32.0","9/12/2023, 6:09:22 AM","conditionO","","[{""page_index"":0,""viewing_time"":7342.79999999702}]","7343.60000000149","","",""
