"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","value","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","4048","0.0-0.0","9/12/2023, 8:08:28 AM","conditionO","","","","","",""
"","call-function","1","4050","0.0-1.0","9/12/2023, 8:08:28 AM","conditionO","","","","","",""
"","instructions","2","73182","0.0-2.0","9/12/2023, 8:08:28 AM","conditionO","","[{""page_index"":0,""viewing_time"":23904.5},{""page_index"":1,""viewing_time"":22368.400000095367},{""page_index"":2,""viewing_time"":5577.099999904633},{""page_index"":3,""viewing_time"":3574.800000190735},{""page_index"":4,""viewing_time"":3420.0999999046326},{""page_index"":5,""viewing_time"":10283.599999904633}]","69129.7000002861","","",""
"","image-button-response","3","76771","0.0-3.0","9/12/2023, 8:08:28 AM","conditionO","","","3587","images/with_no_order_2.jpeg","1",""
"","instructions","4","79822","0.0-4.0","9/12/2023, 8:08:28 AM","conditionO","","[{""page_index"":0,""viewing_time"":3050.2000002861023}]","3050.4000000953674","","",""
"","image-button-response","5","81409","0.0-5.0","9/12/2023, 8:08:28 AM","conditionO","","","1585.0999999046326","images/with_no_no_order_2.jpeg","2",""
"","instructions","6","83357","0.0-6.0","9/12/2023, 8:08:28 AM","conditionO","","[{""page_index"":0,""viewing_time"":1946.3000001907349}]","1947.8000001907349","","",""
"","image-button-response","7","85387","0.0-7.0","9/12/2023, 8:08:28 AM","conditionO","","","2027.6999998092651","images/with_order_2.jpeg","0",""
"","instructions","8","87609","0.0-8.0","9/12/2023, 8:08:28 AM","conditionO","","[{""page_index"":0,""viewing_time"":2218.8999996185303}]","2219.5","","",""
"","instructions","9","90738","0.0-9.0","9/12/2023, 8:08:28 AM","conditionO","","[{""page_index"":0,""viewing_time"":3128.4000000953674}]","3128.800000190735","","",""
"","image-button-response","10","103889","0.0-10.0","9/12/2023, 8:08:28 AM","conditionO","","","13149.39999961853","images/memory_example_1.jpg","1",""
"","instructions","11","112769","0.0-11.0","9/12/2023, 8:08:28 AM","conditionO","","[{""page_index"":0,""viewing_time"":4273.400000095367},{""page_index"":1,""viewing_time"":4605.400000095367}]","8879.300000190735","","",""
"","image-button-response","12","119225","0.0-12.0","9/12/2023, 8:08:28 AM","conditionO","","","6454.5","images/non_order_2.jpeg","1",""
"","image-button-response","13","122973","0.0-13.0","9/12/2023, 8:08:28 AM","conditionO","","","3747","images/scrambled_2.jpeg","2",""
"","image-button-response","14","134266","0.0-14.0","9/12/2023, 8:08:28 AM","conditionO","","","11292.099999904633","images/order_2.jpeg","1",""
"","image-button-response","15","148374","0.0-15.0","9/12/2023, 8:08:28 AM","conditionO","","","14105.400000095367","images/memory_1.png","0",""
"","image-button-response","16","151378","0.0-16.0","9/12/2023, 8:08:28 AM","conditionO","","","3002.5999999046326","images/memory_2.png","1",""
"","image-button-response","17","155851","0.0-17.0","9/12/2023, 8:08:28 AM","conditionO","","","4471.400000095367","images/memory_3.png","1",""
"","image-button-response","18","164197","0.0-18.0","9/12/2023, 8:08:28 AM","conditionO","","","8344.89999961853","images/scrambled_1.jpeg","1",""
"","image-button-response","19","169219","0.0-19.0","9/12/2023, 8:08:28 AM","conditionO","","","5021.199999809265","images/order_1.jpeg","0",""
"","image-button-response","20","175413","0.0-20.0","9/12/2023, 8:08:28 AM","conditionO","","","6192.200000286102","images/non_order_1.jpeg","1",""
"","image-button-response","21","177916","0.0-21.0","9/12/2023, 8:08:28 AM","conditionO","","","2501.199999809265","images/memory_4.png","0",""
"","image-button-response","22","183448","0.0-22.0","9/12/2023, 8:08:28 AM","conditionO","","","5530.800000190735","images/memory_6.png","1",""
"","image-button-response","23","189249","0.0-23.0","9/12/2023, 8:08:28 AM","conditionO","","","5799.10000038147","images/memory_5.png","0",""
"","image-button-response","24","194482","0.0-24.0","9/12/2023, 8:08:28 AM","conditionO","","","5231.599999904633","images/non_order_44.jpeg","1",""
"","image-button-response","25","214777","0.0-25.0","9/12/2023, 8:08:28 AM","conditionO","","","20293","images/non_order_22.jpeg","2",""
"","image-button-response","26","225045","0.0-26.0","9/12/2023, 8:08:28 AM","conditionO","","","10266.10000038147","images/order_66.jpeg","1",""
"","image-button-response","27","228070","0.0-27.0","9/12/2023, 8:08:28 AM","conditionO","","","3024.5","images/memory_14.jpg","0",""
"","image-button-response","28","238039","0.0-28.0","9/12/2023, 8:08:28 AM","conditionO","","","9966.799999713898","images/memory_15.jpg","1",""
"","image-button-response","29","242746","0.0-29.0","9/12/2023, 8:08:28 AM","conditionO","","","4706.699999809265","images/memory_16.png","0",""
"","survey-text","30","250069","0.0-30.0","9/12/2023, 8:08:28 AM","conditionO","","","7316.200000286102","","","{""Q0"":""24""}"
"","survey-text","31","262402","0.0-31.0","9/12/2023, 8:08:28 AM","conditionO","","","12330.400000095367","","","{""Q0"":""FEMALE""}"
"","instructions","32","284297","0.0-32.0","9/12/2023, 8:08:28 AM","conditionO","","[{""page_index"":0,""viewing_time"":21892.700000286102}]","21893.099999904633","","",""
